Region,SubRegion,Country/Territory,Type of offence,Year,Drugs,Total,Males,Females,Unknown/Other/ Third/Intersex,Adults,Juveniles,Specify year
Africa,East Africa,Madagascar,Offences related to drug trafficking,2016,All illicit drugs,43.0,30.0,13.0,,43.0,0.0,
Africa,East Africa,Madagascar,Offences related to drug trafficking,2016,Cannabis-type,40.0,27.0,13.0,,,,
Africa,East Africa,Madagascar,Offences related to drug trafficking,2016,Opioids,2.0,2.0,,,,,
Africa,East Africa,Madagascar,Offences related to drug trafficking,2016,Cocaine-type,1.0,1.0,,,,,
Africa,East Africa,Madagascar,Offences related to drug trafficking,2016,ATS,,,,,,,
Africa,East Africa,Madagascar,Offences related to drug use and/or drug possession,2015,All illicit drugs,499.0,430.0,69.0,,349.0,150.0,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2014,All illicit drugs,45.0,21.0,24.0,,45.0,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2014,Cannabis-type,1.0,1.0,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2014,Cocaine-type,1.0,,1.0,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2014,ATS,42.0,19.0,23.0,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2014,Other NPS,1.0,1.0,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2016,All illicit drugs,194962.0,185531.0,9431.0,,8936.0,186026.0,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2016,Cannabis-type,11934.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2016,Opioids,63594.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2016,Cocaine-type,3.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2016,ATS,116279.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2016,Hallucinogens,2116.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2016,Plant-based NPS,5523.0,,,,,,
,,,,,,,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2016,Benzodiazepines,2273.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2016,All illicit drugs,5744.0,5155.0,589.0,,192.0,5552.0,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2016,Cannabis-type,513.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2016,Opioids,3741.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2016,Cocaine-type,10.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2016,ATS,1763.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2016,Hallucinogens,126.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2016,Benzodiazepines,215.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2017,All illicit drugs,157081.0,148757.0,8324.0,,149869.0,7212.0,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2017,Cannabis-type,8998.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2017,Opioids,41620.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2017,Cocaine-type,3.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2017,ATS,100418.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2017,Ketamine and phencyclidine-type substances,1759.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2017,Other substances not under int. control,3329.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2017,Plant-based NPS,13.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2017,All illicit drugs,6710.0,6075.0,635.0,,6501.0,209.0,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2017,Cannabis-type,448.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2017,Opioids,4681.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2017,Cocaine-type,21.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2017,ATS,1921.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2017,Ketamine and phencyclidine-type substances,187.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2017,Other substances not under int. control,251.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2018,All illicit drugs,75683.0,71035.0,4648.0,,71035.0,4034.0,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2018,Cannabis-type,6199.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2018,Opioids,27639.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2018,Cocaine-type,18.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2018,ATS,43485.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2018,Ketamine and phencyclidine-type substances,1171.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug use and/or drug possession,2018,Benzodiazepines,2646.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2018,All illicit drugs,6419.0,5775.0,644.0,,6225.0,194.0,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2018,Cannabis-type,863.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2018,Opioids,4488.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2018,Cocaine-type,17.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2018,ATS,4095.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2018,Ketamine and phencyclidine-type substances,358.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2018,Benzodiazepines,528.0,,,,,,
Asia,East and South-East Asia,Malaysia,Offences related to drug trafficking,2019,All illicit drugs,110748.0,,,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2018,All illicit drugs,498.0,443.0,55.0,,461.0,37.0,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2018,Cannabis-type,298.0,260.0,38.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2018,Opioids,5.0,4.0,1.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2018,Cocaine-type,130.0,123.0,7.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2018,ATS,53.0,44.0,9.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2018,Hallucinogens,1.0,1.0,,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2018,Ketamine and phencyclidine-type substances,11.0,11.0,,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2018,All illicit drugs,128.0,121.0,7.0,,123.0,5.0,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2018,Cannabis-type,58.0,54.0,4.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2018,Cocaine-type,7.0,7.0,,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2017,All illicit drugs,622.0,564.0,58.0,,608.0,14.0,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2017,Cannabis-type,292.0,270.0,22.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2017,Opioids,33.0,26.0,7.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2017,Cocaine-type,211.0,193.0,18.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2017,ATS,41.0,34.0,7.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2017,Hallucinogens,1.0,1.0,0.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2017,Amphetamine,1.0,1.0,0.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2017,Ecstasy-type substances,33.0,29.0,4.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2017,Other substances not under int. control,2.0,2.0,0.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2017,All illicit drugs,117.0,107.0,10.0,,115.0,2.0,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2017,Cannabis-type,57.0,54.0,3.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2017,Opioids,14.0,8.0,6.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2017,Cocaine-type,33.0,32.0,1.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2017,ATS,9.0,9.0,0.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2017,Ecstasy-type substances,2.0,2.0,0.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2017,Other substances not under int. control,1.0,1.0,0.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2015,All illicit drugs,396.0,357.0,36.0,,348.0,45.0,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2015,Cannabis-type,216.0,204.0,12.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2015,Opioids,118.0,105.0,13.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2015,Cocaine-type,26.0,19.0,7.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2015,Synthetic cathinones,2.0,2.0,0.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2015,All illicit drugs,121.0,112.0,9.0,,114.0,7.0,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2015,Cannabis-type,57.0,54.0,3.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2015,Opioids,16.0,15.0,1.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2015,Cocaine-type,39.0,34.0,5.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2015,ATS,9.0,9.0,0.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2016,All illicit drugs,627.0,562.0,65.0,,586.0,41.0,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2016,Cannabis-type,338.0,304.0,34.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2016,Opioids,33.0,30.0,3.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2016,Cocaine-type,180.0,166.0,14.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2016,ATS,64.0,54.0,10.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2016,Ketamine and phencyclidine-type substances,11.0,7.0,4.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2016,Plant-based NPS,1.0,1.0,0.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2016,All illicit drugs,148.0,133.0,15.0,,145.0,3.0,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2016,Cannabis-type,73.0,68.0,5.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2016,Opioids,13.0,1.0,12.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2016,Cocaine-type,42.0,35.0,7.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2016,ATS,18.0,16.0,2.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2016,Plant-based NPS,2.0,2.0,0.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2014,All illicit drugs,408.0,372.0,36.0,,373.0,35.0,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2014,Cannabis-type,213.0,194.0,19.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2014,Opioids,38.0,33.0,5.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2014,Cocaine-type,124.0,113.0,11.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2014,ATS,25.0,24.0,1.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2014,Synthetic cathinones,8.0,8.0,,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2014,All illicit drugs,131.0,118.0,13.0,,128.0,3.0,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2014,Cannabis-type,73.0,68.0,5.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2014,Opioids,6.0,5.0,1.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2014,Cocaine-type,41.0,34.0,7.0,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2014,ATS,10.0,10.0,,,,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2014,Synthetic cathinones,1.0,1.0,,,,,
Africa,East Africa,Mauritius,Offences related to drug use and/or drug possession,2014,All illicit drugs,1338.0,1308.0,30.0,,1306.0,32.0,
Africa,East Africa,Mauritius,Offences related to drug use and/or drug possession,2014,Cannabis-type,896.0,879.0,17.0,,,,
Africa,East Africa,Mauritius,Offences related to drug use and/or drug possession,2014,Opioids,294.0,289.0,5.0,,,,
Africa,East Africa,Mauritius,Offences related to drug use and/or drug possession,2014,Pharmaceutical opioids,31.0,30.0,1.0,,,,
Africa,East Africa,Mauritius,Offences related to drug use and/or drug possession,2014,Pharmaceutical opioids,37.0,36.0,1.0,,,,
Africa,East Africa,Mauritius,Offences related to drug use and/or drug possession,2014,Sedatives and tranquillizers,80.0,74.0,6.0,,,,
Africa,East Africa,Mauritius,Offences related to drug trafficking,2014,All illicit drugs,415.0,390.0,25.0,,409.0,6.0,
Africa,East Africa,Mauritius,Offences related to drug trafficking,2014,Cannabis-type,348.0,335.0,13.0,,,,
Africa,East Africa,Mauritius,Offences related to drug trafficking,2014,Opioids,54.0,44.0,10.0,,,,
Africa,East Africa,Mauritius,Offences related to drug trafficking,2014,Pharmaceutical opioids,3.0,2.0,1.0,,,,
Africa,East Africa,Mauritius,Offences related to drug trafficking,2014,Pharmaceutical opioids,2.0,2.0,0.0,,,,
Africa,East Africa,Mauritius,Offences related to drug trafficking,2014,Sedatives and tranquillizers,7.0,6.0,1.0,,,,
Africa,East Africa,Mauritius,Offences related to drug trafficking,2014,Cocaine-type,1.0,1.0,0.0,,,,
Africa,East Africa,Mauritius,Offences related to drug use and/or drug possession,2015,All illicit drugs,1363.0,1336.0,27.0,,1316.0,47.0,
Africa,East Africa,Mauritius,Offences related to drug use and/or drug possession,2015,Cannabis-type,782.0,768.0,14.0,,,,
Africa,East Africa,Mauritius,Offences related to drug use and/or drug possession,2015,Opioids,473.0,11.0,4.0,,,,
Africa,East Africa,Mauritius,Offences related to drug use and/or drug possession,2015,Pharmaceutical opioids,13.0,13.0,0.0,,,,
Africa,East Africa,Mauritius,Offences related to drug use and/or drug possession,2015,Pharmaceutical opioids,30.0,30.0,0.0,,,,
